index,Toei Animation,Bandai Namco Holdings,Kadokawa Corporation,Avex Group (Anime Music / Production),Bushiroad (Media Mix / Anime IP),TV Tokyo Holdings,Fuji Media Holdings,Nippon TV Holdings (Owns Studio Ghibli),Tokyo Broadcasting System (TBS),Asahi Broadcasting Group,WOWOW (Anime channel),Kadokawa Pictures (covered by Kadokawa),Happinet (anime distributor),Square Enix Holdings,Media Do (digital manga),Takara Tomy,Pony Canyon,Netflix (Anime Production),Amazon (Anime Licensing),Disney (Anime streaming),Rakuten (Rakuten TV),Sega Sammy Holdings,Konami Group,Capcom,Koei Tecmo,SoftBank Group,LINE Yahoo Japan (Z Holdings),GREE (anime mobile games),DeNA (anime mobile games),TotalValue
2008Q4,23209953193.84,210394820675.00,,42163374784.00,,113160376750.00,268005596082.00,233922359160.00,213850136500.00,42500079135.00,17002536600.00,,16050871827.00,345538701539.34,,51995222370.00,2516932229.00,1809337007.59,27409712689.98,40508204869.19,1234069681530.00,217626821100.00,309069038880.00,104571531000.00,72546114043.43,1141831640386.50,2500514193935.00,92185647406.00,105687121140.00,7428140004832.87
2009Q1,19668527843.58,212121130566.96,,38083048192.00,,101977468930.00,230555946044.00,228229010736.00,202875422750.00,34936151580.00,19127853675.00,,13383045661.50,223428341178.66,,33952435804.00,2939946049.00,2598085258.34,39254472458.35,32420845170.95,1021896297688.00,181460817980.00,200352648888.00,91290946563.00,58893523187.05,894660349548.00,1772282335602.30,93042391341.00,119288206350.00,5868719249045.68
2009Q2,22610634937.74,228736939832.04,,38465578810.00,,77614705465.00,304409166510.00,282934662984.00,237680943500.00,31843717110.00,23378487825.00,,12614536066.50,272224408905.00,,58039111466.00,3384110560.00,2502440224.05,44717174511.95,41650788640.97,1257885061349.00,257157103580.00,250915259196.00,90768088908.00,64069015545.50,1340565905931.00,2106597574342.50,120629546048.00,120031430513.69,7291426392761.95
2009Q3,18851275959.58,198310611919.04,,35405333866.00,,68695005180.00,307547405340.00,319322585520.00,239405541375.00,25826006790.00,28181704414.50,,13613598540.00,292055326110.00,,65949495724.00,2791891212.00,2794815558.76,49901930704.58,49024030076.68,1294690648342.00,245592393280.00,248068570680.00,92232090342.00,64782880603.51,1405386042721.50,2089470764795.00,167579113686.00,92160361068.15,7417639423808.31
2009Q4,22052180211.10,191621128984.00,,31410014078.00,,47873495858.00,269679323458.00,297291802488.00,203816112500.00,24196210245.00,23874395142.50,,13174450200.00,234846127322.34,,67549348720.00,2696713102.50,3334773470.60,71902391095.67,57575565283.50,1530679412003.00,234237950440.00,224481722976.00,80049506980.50,60678178185.43,1545710954235.00,1907241469396.10,196023012328.00,204387897036.31,7546384135739.56
2010Q1,21534587455.16,196584282270.96,,34342748816.00,,49391176205.00,289764051970.00,314866921536.00,222002781000.00,19223241300.00,28025847829.00,,12537685107.00,245662991252.34,,64705165616.00,2749589830.00,4463719320.64,72570529596.36,62324433341.45,1463563341604.00,238022764720.00,244408542588.00,92336661873.00,59607388245.06,1640448077236.50,2332671460369.50,195680314754.00,257157139272.62,8164645443108.58
2010Q2,19014726959.90,168963225219.00,,47221279622.00,,45716792207.00,268005596082.00,302737614024.00,190332892750.00,21187355085.00,25007897582.50,,11286112338.00,197347665698.34,,60172248794.00,2366762355.17,6576931666.49,58400648151.44,56236598649.00,1387787133089.00,269562883720.00,187474772268.00,75291502320.00,52111848466.91,1688885102530.50,2442283041473.50,244000672688.00,261319210920.00,8089290514659.75
2010Q3,19900083687.16,167021119182.00,,47561306838.00,,41696270586.00,222396525086.00,265607080824.00,168383465250.00,18763555095.00,20133837090.50,,11593516176.00,224870589702.66,,59550083740.00,2241973246.00,9816060355.36,83950268087.92,59093058078.47,1322836097219.00,268301278960.00,199810422504.00,68442067039.50,48899473548.02,1945316412910.50,1975748707586.10,232520303959.00,293092237845.00,7777545794596.19
2010Q4,21398377768.63,188168489443.96,,50451538174.00,,31605027577.00,268633243848.00,316104605976.00,180769213625.00,18303868890.00,20403043920.00,,11857005180.00,173069822880.00,,61061056014.00,2358302046.50,10635681542.99,96211944099.00,66966181616.91,1472223479720.00,324863225700.00,233970684696.00,68285209743.00,56930405747.48,2002301148550.50,2157978002985.00,177003296971.00,324642296160.00,8336195152874.97
2011Q1,23427886821.74,195721137203.04,,43098449628.00,,29341820042.00,243527333208.00,292836138504.00,153332429250.00,17217337860.00,19652098553.50,,12010707099.00,173550576055.83,,55994854860.00,4230138200.00,14393581547.21,96281433112.99,76928096646.55,1619445827692.00,304046747160.00,208757157840.00,83134367145.00,60232016984.72,2364866529060.00,2038775450347.90,239031557865.00,335010336525.00,8704844009211.48
2011Q2,22787706594.95,208452714638.00,,44331048286.00,,25800565899.00,248548515336.00,282934662984.00,151921394625.00,16632282690.00,20743094652.00,,10418794366.50,173550576055.83,,60705533126.00,3441217361.15,15901462275.99,109302110423.63,69697678182.32,1799143693599.00,325704295540.00,257015306016.00,96780951940.50,58536593206.92,2158296862365.00,1890799774044.00,300031726037.00,385178273775.00,8736656834019.79
2011Q3,22093042181.79,226794833795.04,,40250721694.00,,30326980969.00,233903400796.00,278478999000.00,150196796750.00,16214386140.00,23817720020.50,,14437001677.50,168622886263.17,,53861717532.00,3631573580.15,6856594942.27,115577266080.25,53844311322.95,1955026179687.00,383738114500.00,355022724924.00,101852671194.00,66389062965.19,1632612676086.00,1661300526107.50,407638764273.00,364553677350.00,8367042629831.32
2011Q4,23700304636.00,236505363980.04,,41908354372.00,,27158490420.00,244154980974.00,291598454064.00,155213808750.00,16506913725.00,27331577584.50,,15479978985.00,181603122979.17,,48084470602.00,3807124380.00,4194344245.61,92523816720.61,66948331725.00,1792648590012.00,349674785980.00,312457953780.00,95055521679.00,56573475767.35,1614804946198.50,1698294392916.60,454416983124.00,257417260245.00,8108063347845.38
2012Q1,26710516573.42,257652734242.00,,42503402000.00,,28702796738.00,297714257006.00,328481450376.00,193468525250.00,19056082680.00,25447129778.00,,21035205486.00,208885653890.34,,53772836810.00,4663727365.50,6963740232.68,108243779283.22,78159943498.57,1877084936643.00,364603775640.00,318015774216.00,98872382560.50,58447361986.33,1743020601388.50,1834623755101.20,357947616043.00,255633511365.00,8609711496153.27
2012Q2,24572039147.58,234563257943.04,,50026504154.00,,24602397204.00,285788949452.00,299024560704.00,153175647625.00,18303868890.00,24143601972.00,,17456146515.00,150114037540.83,,46217975440.00,3849425762.00,4145920120.65,122055536412.00,86586509031.00,1783988451896.00,340633285200.00,242917420032.00,86898942261.00,59607388245.06,2103449054311.50,1762006249873.80,270902432247.00,232667744535.00,8427697346514.46
2012Q3,25062390589.74,285273791293.96,,68260463612.00,,23510732393.00,267377948316.00,284172347424.00,128090587625.00,18094920615.00,25943037095.50,,14316235884.00,143143166007.00,,38663114070.00,5247486566.19,3295425743.59,135936782554.76,93334898689.57,1721202450555.00,311406108260.00,240341844708.00,84493797048.00,57108873286.42,2250897057780.00,2036720107761.70,244857416623.00,288967318560.00,8795718303061.44
2012Q4,27922773742.52,241036944733.04,,74295946696.00,,24655649146.00,272189914522.00,284914958088.00,141730589000.00,18888924060.00,26056387339.50,,15370191900.00,131605177815.00,,42396104394.00,8893865565.50,5604766782.05,134092723963.06,88889533276.82,1459233272546.00,305939154300.00,261895343472.00,68808067398.00,64693644285.16,2236650873870.00,1908611697786.90,229264677006.00,316838394810.00,8390479576497.55
2013Q1,30674186963.79,359289616845.00,,110806369014.00,,28516414941.00,341231168782.00,348779475192.00,220905309625.00,35228679165.00,35053562957.00,,17060913009.00,120427751754.00,,42484985116.00,10723400337.00,11457722295.20,142441784135.73,101404405090.73,2071938044253.00,401821116060.00,256879749420.00,77173789878.00,81647841281.02,3091421908470.00,2966363413627.00,199278639281.00,284842399275.00,11387852646767.47
2013Q2,31423335563.31,347421204234.08,,132823131250.00,,45423906526.00,418013412156.00,449031914832.00,210087377500.00,29837813670.00,47252882967.50,,16138701495.00,143503728138.00,,41240655008.00,8925591602.00,12777949879.19,148428299392.70,112740993349.03,2539585502517.00,522094103180.00,285346634580.00,83918653627.50,79238562640.74,4124270241945.00,3350003947491.00,150786932560.00,217171426140.00,13547486902244.06
2013Q3,34746825726.90,395973855159.08,,121559729720.00,,46009677888.00,451487959676.00,450269599272.00,208989906125.00,30255710220.00,48811448822.50,,16555892418.00,186891363899.34,,40262967066.00,8544879164.00,18717468724.83,167109456357.71,115133273864.75,3215076275565.00,594846644340.00,307171246536.00,98715525264.00,94497340956.57,4836579437445.00,3815853167183.00,131081822055.00,222745641390.00,15657887114838.69
2013Q4,35141831012.00,503652832262.00,,96057688520.00,,44625127396.00,449814232300.00,470072550312.00,204756802250.00,28625913675.00,50653390287.50,,20398440393.00,221144766344.34,57303654400.00,41685058618.00,9623564405.00,22286503276.35,213157570796.68,136396070558.53,3386114003356.00,562885990420.00,329266971684.00,98663239498.50,110469974134.89,6553244598600.00,4007673434115.00,178031389693.00,246603282660.00,18078348880967.80
2014Q1,35414247267.48,527173881094.92,,77058667826.00,,46542197308.00,396464172190.00,417347193168.00,187040478625.00,26034955065.00,52141112240.00,,18927293454.00,255398168789.34,35217080320.00,42484985116.00,7550796687.00,21309498252.49,179793403527.08,142948077354.39,2981252546433.00,486138367520.00,323302481460.00,102375528849.00,124747193730.93,5556011724900.00,3466466252414.00,195337617180.00,207806744520.00,15912284665291.63
2014Q2,37579966007.10,511852848700.08,,75868572570.00,,42175538064.00,368220022720.00,434674775328.00,194879559875.00,26787168855.00,54478961022.50,,36866503143.00,215495974296.66,45083934720.00,52172983814.00,8819838147.00,26670924019.78,173598421228.14,153070661842.25,2834030198461.00,419063047780.00,303511218444.00,89774659363.50,120642496410.61,5372948261656.50,3206138747292.00,152157722856.00,152733497850.00,15109296504466.13
2014Q3,38887567774.48,607447597290.92,,70683157526.00,,58017990809.00,341231168782.00,414376750512.00,191587145750.00,27790120575.00,63405292737.50,,38425479750.00,279916393697.34,40985395200.00,54217240420.00,15588059267.00,27311366095.07,172347659756.31,158944263780.07,2734438610127.00,371122066900.00,309882378456.00,90036088191.00,157941727762.41,5476945404199.50,2856751832523.00,128168892676.00,155520605475.00,14881970256032.60
2014Q4,46583357388.00,553284444156.08,139587246225.00,84071729156.00,4888283794.00,72742152772.00,312359371546.00,439625513088.00,222629907500.00,38153955015.00,71268965915.00,139587246225.00,33133742253.00,301429941516.00,32651698176.00,56439258470.00,15059291992.00,20678744538.09,165885426135.09,168156360763.36,3642670595042.50,327176167760.00,300935643120.00,94950950148.00,158923291579.95,5135749299555.00,2980064861265.00,124056521788.00,161206305030.00,15843950271912.08
2015Q1,48354070842.52,504515977329.92,138048489180.00,81479021634.00,4626504015.00,58790143968.00,356503931088.00,495321312888.00,237680943500.00,44589561885.00,108816234240.00,138048489180.00,31399106310.00,309242128356.66,27399495680.00,63460835508.00,14657428863.00,25223573826.04,198891463991.06,187258945967.29,4586625649686.50,368809124840.00,305002341000.00,124910693779.50,159190985241.73,4971918184590.00,3397959014224.00,143076237145.00,262099601055.00,17393899489814.21
2015Q2,56117960622.95,510989664119.92,116359342260.00,91382314300.00,4328437930.00,51787513595.00,339975873250.00,535917362520.00,265117727875.00,41329968795.00,107399356190.00,116359342260.00,28215280845.00,325587604293.00,29266608128.00,56794781358.00,13007674965.00,39766674361.78,232025795531.31,203772867792.79,4281355781097.50,336427936000.00,308526812496.00,123969550000.50,188013118095.59,5135036990359.50,3384257566586.00,122514382705.00,268231237830.00,17313835526162.84
2015Q3,60953371760.05,597737067105.92,116286068115.00,57762123318.00,3343523910.00,53997469188.00,291646995268.00,476756046288.00,250537036750.00,32470561935.00,92380448860.00,116286068115.00,25514518554.00,355874823297.00,18747023360.00,51817460926.00,8946742293.00,43754601714.03,273610729289.31,182456514612.93,3299512622196.00,244751323440.00,350142687468.00,123028406221.50,163081525593.52,3901317463753.50,3110228613826.00,91671601045.00,247383672795.00,14641997110997.75
2015Q4,80771729947.05,553284444156.08,133285669755.00,61247402282.00,3286502572.00,60866969706.00,299597200304.00,548541743808.00,302588536250.00,35145099855.00,86571248855.00,133285669755.00,25909752060.00,352749944159.34,21403484160.00,70571293268.00,12605811836.00,48466503199.10,361270488345.52,187598155206.64,3037543444187.00,238653567100.00,391487449248.00,153040435618.50,193063694901.64,4372866151174.50,3384257566586.00,98696901312.00,211708695195.00,15460365554802.38
2016Q1,68512951687.05,529547579422.00,127130641575.00,62352490734.00,2967701455.00,54663118463.00,258590879592.00,459676001016.00,273427154000.00,28542334365.00,67641758107.00,127130641575.00,22440480174.00,365369618744.34,24029585408.00,73059953484.00,10934907247.00,43318154694.44,317306983156.27,177297030937.64,2350144981229.50,257998173420.00,451403464680.00,143524426297.50,184497354987.59,3822251143053.00,3281496709301.00,105893550366.00,216168067395.00,13907317836566.34
2016Q2,70692287966.00,568173923773.08,98480450880.00,49048925908.00,2345650495.00,53544827681.00,240389094378.00,415861971840.00,215417952750.00,25909586100.00,67528407863.00,98480450880.00,18773591535.00,397820232541.31,23285776384.00,76526301642.00,11823236269.00,38763032912.15,382506600167.70,174636954370.89,2386950568222.50,231083938540.00,527992941420.00,123185263518.00,200345072613.50,4123557932749.50,3096527166188.00,99039598886.00,265109677290.00,14083801415763.63
2016Q3,69057784198.00,663552895975.00,107493170715.00,58187157338.00,2236791577.00,58896647852.00,285998165374.00,421802857152.00,246303932875.00,27622961955.00,78693406897.00,107493170715.00,23340734271.00,417050183518.69,24333180928.00,94391326764.00,17258963856.00,41758819576.01,447551253415.54,165781923329.21,2838360267519.00,301733805100.00,527992941420.00,129407269612.50,213087478511.50,4645680573051.00,2753990975238.00,96812064655.00,407475134775.00,15273345838163.45
2016Q4,82270020910.95,695921329925.00,123760030905.00,71490722164.00,2462285050.00,61719000778.00,342277248392.00,525273276336.00,293181638750.00,29210968845.00,99323151305.00,123760030905.00,28061578926.00,361163075220.66,20932911104.00,110300976002.00,17766580440.00,52458063434.12,400813611398.51,186062805709.43,2480047052969.50,365655112940.00,639827133120.00,143785855125.00,220261782836.86,5531080903057.50,3075974994731.00,105722201579.00,284730914970.00,16475295257829.54
2017Q1,90714959124.00,718579233690.00,116945535420.00,68387973818.00,2553000815.00,67763096195.00,321355656192.00,474528214296.00,311681870500.00,31718348145.00,109382985460.00,116945535420.00,37832629491.00,378590237550.00,39816552448.00,98924243586.00,20833430635.00,62631876870.45,473865201530.96,202433901158.29,2414013499835.00,313719050320.00,640504916100.00,113512396900.50,226258218737.59,5600174895021.00,3521272042966.00,120115499687.00,251843044995.00,16946898046906.79
2017Q2,106923783999.91,826473987181.83,106394058540.00,63967620010.00,2869210053.00,61133229416.00,319263496972.00,467349644544.00,311525088875.00,34100358480.00,86287873245.00,106394058540.00,43256111490.00,442289532688.69,41941721088.00,118922406036.00,21489102056.00,63309847958.28,517406471244.38,189686939887.50,2862175647338.00,317924399520.00,845873159040.00,139236993526.50,238572310698.54,6479876751463.50,3350003947491.00,168093160047.00,280494511380.00,18613235422810.14
2017Q3,158002026749.91,832947673971.83,100092482070.00,64902694854.00,3628630600.00,62011886459.00,334954691122.00,489132890688.00,327203251375.00,37109213640.00,101023404965.00,100092482070.00,40269902778.00,508392604710.00,38829867008.00,138209522710.00,25317377127.00,76843859740.75,513851969527.13,175975921005.39,2656497367083.00,330540447120.00,733361184360.00,144622427373.00,253027992735.77,6470616731922.00,3658286519346.00,131767217203.00,281163417210.00,18788675657523.78
2017Q4,149829507909.91,795184553713.17,101924335695.00,68217960210.00,4056290635.00,64967369240.00,370730613784.00,478241267616.00,441183492750.00,37945006740.00,94080702520.00,101924335695.00,48130658064.00,644204326048.69,36051968000.00,136165266104.00,24661705706.00,81339655213.88,625094338415.70,191936407647.25,2235398151192.50,293953909080.00,840450895200.00,186921611662.50,243819192111.68,6353798023860.00,3541824214423.00,121314941196.00,258978040515.00,18572328740948.27
2018Q1,143223392671.00,754184511035.00,81261026805.00,63542585990.00,4134047005.00,74446214916.00,379726898430.00,466607033880.00,353856127625.00,36774896400.00,94789141545.00,81261026805.00,33660720261.00,585312540661.31,27657551872.00,97057748424.00,22229376241.00,125149344200.34,773618827486.65,179314416050.86,1946582492166.61,354300670100.00,757761371640.00,240409949769.00,222510446299.64,5662858104225.00,3384257566586.00,103666016135.00,214049865600.00,17264203910825.40
2018Q2,158138239554.00,986158314018.17,89760827625.00,65370232276.00,3605303689.00,90128911835.00,395836524424.00,462646443672.00,390072683000.00,34810782615.00,99606526915.00,89760827625.00,30806256051.00,653819345551.31,38480732160.00,81770264240.00,22060170713.00,165861554092.58,908561435938.12,187116119590.64,1622476928889.89,399087639080.00,764539201440.00,285480279630.00,233218355898.91,5679241215721.50,2521066365392.00,101609830691.00,231552901485.00,16792644213813.12
2018Q3,144244957526.00,952710879586.83,91079762235.00,68898014642.00,3392769611.00,74952108365.00,422825378362.00,487152595584.00,370631761500.00,33640672275.00,103290409845.00,91079762235.00,43848961749.00,564880657228.69,40469282816.00,103901564018.00,26332610295.00,158530970489.96,1070625149813.63,208771682009.86,1885312041424.56,352197995500.00,603226852200.00,301479723873.00,251079159224.45,8170186472385.00,2801946041971.00,91842949832.00,223749000135.00,19742280186731.98
2018Q4,165289193539.00,1062763555016.83,84558363330.00,59292245790.00,2296404794.00,62784039618.00,316543689986.00,400267147896.00,272800027500.00,30297499875.00,86004497635.00,84558363330.00,30916043136.00,358999702434.66,32120406016.00,97768794200.00,19797046776.00,113416199686.60,802819220378.51,195756924688.03,1593465413344.00,322970818560.00,651349443780.00,227129365332.00,233346860275.55,5203418673127.50,1877098326406.00,74536722345.00,204462215370.00,14666827204165.69
2019Q1,223109764332.00,1119947814670.00,85510927215.00,62735021352.00,3628630600.00,61958634517.00,319681928816.00,410911234080.00,317639572250.00,32345192970.00,83992530804.00,85510927215.00,31377148893.00,466327037431.31,43611496448.00,101501784524.00,24915513998.00,151085993510.89,951830091767.44,198220618392.07,2268956186392.00,274609302760.00,651349443780.00,259337396880.00,274208254562.23,7653762305647.50,1856546154949.00,77449651724.00,185844336435.00,18277904896915.44
2019Q2,204312971000.00,1128579423398.17,106833703410.00,58144653936.00,3473117860.00,62331398111.00,314242314844.00,395068873248.00,288478190000.00,29837813670.00,75207886894.00,106833703410.00,29005747857.00,414646450650.00,45918822400.00,111367544666.00,25169322290.00,155645354329.92,1012165722479.36,249297733365.79,2771244197120.00,275240105140.00,684560809800.00,226083650022.00,257632413438.86,7358153989515.00,2164828726804.00,85845742287.00,230215089825.00,18870365471771.10
2019Q3,200431024551.00,1452263683873.67,110717233095.00,53809306932.00,3213929960.00,58763517997.00,291019347502.00,342591052992.00,274054280500.00,29628865395.00,74216072259.00,110717233095.00,27820047339.00,630983729250.00,57683148800.00,109767691670.00,25317377127.00,113399243539.66,927862662052.16,232658855486.57,2305761773385.00,317924399520.00,707605431120.00,299388293253.00,301577688463.32,6040381977840.00,2082620040976.00,84303603204.00,212600569635.00,17479082080812.38
2019Q4,228830527520.00,1430900517466.67,153216237195.00,53511783118.00,2057951926.00,64993995211.00,325539974632.00,361898930256.00,292554512250.00,32386982625.00,78353356165.00,153216237195.00,30981915387.00,652617457110.00,63071969280.00,125943983074.00,23857979448.00,137107064717.42,987690419418.90,258206334514.21,2024307284615.00,332853389180.00,607971333060.00,316851738930.00,366596151927.73,6775485067596.00,3158183680559.00,84474951991.00,195654955275.00,19319316681642.93
2020Q1,206356100710.00,1130953082213.00,99872659635.00,36170395102.00,1632883770.00,64008834284.00,225325547994.00,298281950040.00,235799564000.00,28876651605.00,68010146400.00,99872659635.00,24065329032.00,579904108696.31,45918822400.00,67727110164.00,15863018250.00,159111488184.18,1042146398700.82,172458899799.47,1775328313780.00,276501709900.00,449370115740.00,354497490090.00,357858466047.82,5396454465108.00,2384051889012.00,71452444179.00,131774448510.00,15799644992981.60
2020Q2,205538848826.00,1222879434631.00,162009134595.00,36255401906.00,1492922304.00,63210055154.00,217166127036.00,288628011408.00,269821176625.00,32178034350.00,68633572742.00,162009134595.00,24702094125.00,653819345551.31,66866913280.00,75548613700.00,22440883151.00,192815168116.94,1474619025440.32,199077563031.25,2052452733492.00,271245023400.00,486648179640.00,409920401520.00,449089885196.73,7764170230950.00,3603480728794.00,79163139594.00,149834905920.00,20705716689074.55
2020Q3,279908770270.00,1659205924277.00,203115929940.00,41695837362.00,1425533450.00,63928956371.00,211517297142.00,279469146552.00,283147614750.00,29796024015.00,79090132751.00,203115929940.00,31091702472.00,836504143920.00,115518095360.00,80437053410.00,29759022237.00,211878871987.13,1683030117328.24,221518643280.64,2450819086828.00,268721813880.00,615426945840.00,612789171660.00,650184512297.82,9215856371379.00,4788655949481.00,87387881370.00,215387677260.00,25450384156810.82
2020Q4,330578387078.00,1926137556901.67,274411673025.00,48623891888.00,1257061315.00,61292985242.00,230137514200.00,278231462112.00,284088304500.00,28918441260.00,80336985435.00,274411673025.00,34429229856.00,752373009362.62,112482140160.00,80881457020.00,23413814937.00,229124792851.90,1740864225096.49,323458620042.43,2152044321826.00,342105157420.00,786228256800.00,700629257700.00,809518275648.91,11479574994678.00,4277592119837.60,103666016135.00,205019636895.00,27971831262248.62
2021Q1,484221741270.00,1703226994449.00,314712452775.00,58102150534.00,1332225806.00,63529566806.00,283487574310.00,359918635152.00,340529689500.00,30381079185.00,79685221532.00,314712452775.00,33704635095.00,739152368550.00,99731128320.00,89325125610.00,30287789512.00,221044210906.19,1653819121652.55,329421505491.50,2855680543751.00,363131903420.00,893317967640.00,751869307890.00,829370754075.00,13291689588030.00,3772008367487.40,95783971933.00,241029067410.00,30324207140867.64
2021Q2,538160365614.00,1663305873227.67,330466393950.00,69748082682.00,1397022781.00,56580188375.00,258172447748.00,318579974856.00,267469452250.00,29378127465.00,68208509327.00,330466393950.00,32409147492.00,662232432598.69,69143879680.00,84614447344.00,32614365522.00,223819652521.38,1838802628641.60,313800228089.00,2714953299366.00,306569956680.00,904162495320.00,679714951500.00,905375526100.00,11076407990025.00,3814482938792.20,100753086756.00,263214444105.00,27955004302758.54
2021Q3,843403944288.00,1812632301200.00,455032440450.00,63585089392.00,1321858290.00,59296037417.00,247920867570.00,312639089544.00,268880486875.00,31007924010.00,69058636157.00,455032440450.00,33045912585.00,715114907821.31,74836295680.00,101412903802.00,38938422131.00,258620794414.63,1755889348494.15,302017310808.86,2340402325849.00,334956063780.00,952962869880.00,649389207510.00,888671180600.00,9231527173680.00,4916764568523.30,105550852792.00,231218448570.00,27551129702564.25
2021Q4,467876703590.00,1940811299642.00,439205225130.00,61289905684.00,1194856219.00,54370232782.00,231811241576.00,289123085184.00,261668532125.00,29712444705.00,49760757116.00,439205225130.00,32958082917.00,709105509628.69,62237081600.00,97679913478.00,43083957567.00,255273305096.64,1782240691812.52,276523388267.29,2498449846466.00,379953300220.00,748272409920.00,566359411896.00,755871633875.00,7741376336694.00,4572173244054.60,145132422589.00,197438704155.00,25130158749119.74
2022Q1,415572583014.00,2005116535739.67,471885493800.00,56699538268.00,1262245073.00,52985682290.00,245410276506.00,315361995312.00,280168763875.00,29837813670.00,45481785405.00,471885493800.00,33155699670.00,652617457110.00,38845046784.00,108523361562.00,43443519314.00,158725893441.31,1742478458153.81,244870224655.28,2093588389543.00,444295142980.00,1050563619000.00,620736608016.00,670679471825.00,7919453635569.00,3674728423765.60,186256131469.00,207360807300.00,24281990096910.67
2022Q2,441316017360.00,2067048192047.00,428360651670.00,57294585896.00,1656210681.00,51920643450.00,240389094378.00,298777023816.00,266371980875.00,27372224025.00,42619691744.00,428360651670.00,34912293030.00,722326150441.31,25395765248.00,121144424086.00,43337765859.00,74098071177.57,1135407832741.12,168531269786.53,1325001131748.00,457962527880.00,1018030035960.00,689126389290.00,731650332900.00,7457877276885.00,2715626880038.10,141191400488.00,210593852145.00,21423700367315.65
2022Q3,505061664312.00,2035542863652.67,390111547980.00,65497742482.00,1788396510.00,50562718929.00,222187309164.00,286400179416.00,248185312375.00,26243903340.00,37688956130.00,390111547980.00,40577306616.00,748767388052.62,27536113664.00,110123214558.00,52347960225.00,99763543367.87,1207994409243.00,168406300112.14,1344486442509.00,414016628740.00,905518061280.00,761280745680.00,793456411250.00,6980630115900.00,2604645279610.80,150958281347.00,203904793845.00,20873795138271.11
2022Q4,542655250976.00,1794074346385.67,351715896000.00,71575728968.00,1897255428.00,48885282756.00,224697900228.00,257933437296.00,240189449500.00,26703589545.00,36017040031.00,351715896000.00,45078577101.00,736748635681.31,26276192256.00,112345232608.00,41286148832.00,124950194335.34,897978144924.00,155105890037.04,1290360579284.00,419904117620.00,809272878120.00,880492291020.00,799135888720.00,8040546198804.00,2274440307908.00,119258755752.00,196881282630.00,20918122388746.35
2023Q1,537751739672.00,1844029682131.50,412973081220.00,63627592794.00,1886887912.00,65872652254.00,250013026790.00,282439589208.00,298668995625.00,27539382645.00,35506963933.00,412973081220.00,40884710454.00,764391717720.00,21433843712.00,131632349282.00,48710041373.00,146391048172.76,1104192421563.38,178760967246.54,1329331200806.00,528402126980.00,822828537720.00,990292398570.00,797799541080.00,7382372502162.00,2553949756096.20,118230663030.00,201563623440.00,21394450124812.37
2023Q2,541837999092.00,2149911382959.00,504126117600.00,64137633618.00,1495514183.00,89596392415.00,315393002415.00,338877999672.00,411081420750.00,27664751610.00,32389832223.00,504126117600.00,48679593489.00,803813148033.38,21616001024.00,160874106820.00,41603409197.00,186649854898.47,1393576565718.75,159390585991.57,1080352229971.00,645941637120.00,1019521158516.00,1191069738090.00,830373014805.00,9648940362243.00,2373090689088.10,109320526106.00,208475650350.00,24903926435598.27
2023Q3,540203495324.00,1969295521518.00,438472483680.00,61332409086.00,1630291891.00,79025881928.00,335163907044.00,374275774656.00,394227396062.50,29712444705.00,32191469296.00,438472483680.00,54893542500.00,615960321796.31,17912135680.00,192160120964.00,44564505937.00,160001322206.19,1358940288679.88,144697666416.57,1327382616872.61,580127922140.00,1069134872652.00,1126235388870.00,710101727205.00,9024957506985.00,2846475746794.50,101952528265.00,167505168262.50,24237006941097.06
2023Q4,773528908206.00,1829787571193.50,420740140590.00,58144653936.00,1397022781.00,79744783145.00,328155173657.00,381083039076.00,470188093375.00,27790120575.00,30264515148.00,420740140590.00,60756172839.00,608508675079.69,21904416768.00,198426211865.00,46489218818.00,206306797614.10,1624271446810.50,161193731539.82,1359641684212.00,414647431120.00,1000814348268.00,952855790472.00,537378794735.00,8965123534563.00,3423306775981.30,97668808590.00,153513887985.00,24654371889532.92
2024Q1,632348645245.00,1822019147045.50,388499516790.00,54489361364.00,3208746202.00,79531775377.00,410481638964.00,568716000180.00,685762827750.00,27330434370.00,32276481979.00,388499516790.00,66750547680.00,705019168153.31,22997360640.00,248510498712.00,41857217489.00,257345365649.74,1928301216262.50,218447944286.21,1842877417513.44,423268396980.00,1390810674960.00,1163881140030.00,539884446560.00,12738937652322.00,2657395727576.60,83104161695.00,168229816245.00,29590782844811.31
2024Q2,509147923732.00,2032737652060.00,378021314055.00,57974640328.00,1840234090.00,100113650960.00,384015824831.00,575151959268.00,635592707750.00,28291596435.00,31709730759.00,378021314055.00,73227985695.00,580745390992.69,22967001088.00,281574127296.00,38451956238.00,285968473173.28,2065884244125.75,177261331153.82,1796762208474.39,502223828210.00,1569745381680.00,1268661814092.00,464046717990.00,14801785082490.00,2664246451395.60,91328903471.00,177817466475.00,31975316912363.53
2024Q3,618046737275.00,2120779792404.00,468075238260.00,62777524754.00,1588821827.00,99314871830.00,359328346035.00,555596545116.00,610977992625.00,26703589545.00,29329375635.00,468075238260.00,91013493465.00,684467126686.31,20887371776.00,347701384464.00,30964611624.00,300540640812.20,1991907968904.00,171726938455.36,2003955907185.11,601364935600.00,1971670688820.00,1392056220672.00,552746792595.00,12005259180957.00,2872508413679.70,80191232316.00,198776515815.00,30738333497392.68
